lecture_name,config_name,exponential_scaling,confidence_boost,context_similarity,sentence_length,accuracy,correct,evaluated,mae,rmse,time,status
deeplearning,No Sentence Length Filter,True,True,True,False,0.9257294429708223,349,377,0.09283819628647215,0.3605183418372233,0.03257942199707031,success
deeplearning,No Features,False,False,False,False,0.9230769230769231,348,377,0.09549071618037135,0.3641785203646149,0.02166438102722168,success
phonetics,All Features,True,True,True,True,0.7239819004524887,160,221,0.3257918552036199,0.7182180059511166,47.2312707901001,success
phonetics,No Exponential Scaling,False,True,True,True,0.5656108597285068,125,221,1.2217194570135748,2.2870874995874626,0.06568598747253418,success
phonetics,No Confidence Boost,True,False,True,True,0.47058823529411764,104,221,1.3800904977375565,2.3543547789870938,0.0656442642211914,success
phonetics,No Context Similarity,True,True,False,True,0.7194570135746606,159,221,0.3257918552036199,0.71188997065329,0.04482102394104004,success
phonetics,No Sentence Length Filter,True,True,True,False,0.7239819004524887,160,221,0.3257918552036199,0.7182180059511166,0.06704306602478027,success
phonetics,No Features,False,False,False,False,0.47058823529411764,104,221,1.3800904977375565,2.3543547789870938,0.04471230506896973,success
numerics,All Features,True,True,True,True,0.8779803646563815,626,713,0.12903225806451613,0.3782294323638912,37.99099254608154,success
numerics,No Exponential Scaling,False,True,True,True,0.8779803646563815,626,713,0.12903225806451613,0.3782294323638912,0.057675838470458984,success
numerics,No Confidence Boost,True,False,True,True,0.8779803646563815,626,713,0.12903225806451613,0.3782294323638912,0.058956146240234375,success
numerics,No Context Similarity,True,True,False,True,0.8695652173913043,620,713,0.1514726507713885,0.43994134506405985,0.04047679901123047,success
numerics,No Sentence Length Filter,True,True,True,False,0.879382889200561,627,713,0.1276297335203366,0.37637079982662286,0.06115913391113281,success
numerics,No Features,False,False,False,False,0.876577840112202,625,713,0.13043478260869565,0.3800789760700937,0.039708614349365234,success
image_processing,All Features,True,True,True,True,0.8387096774193549,104,124,0.16129032258064516,0.4016096644512494,18.81414818763733,success
image_processing,No Exponential Scaling,False,True,True,True,0.8225806451612904,102,124,0.1774193548387097,0.421211769587116,0.010203361511230469,success
image_processing,No Confidence Boost,True,False,True,True,0.8225806451612904,102,124,0.1774193548387097,0.421211769587116,0.010207653045654297,success
image_processing,No Context Similarity,True,True,False,True,0.8225806451612904,102,124,0.1774193548387097,0.421211769587116,0.006869792938232422,success
image_processing,No Sentence Length Filter,True,True,True,False,0.8387096774193549,104,124,0.16129032258064516,0.4016096644512494,0.010105133056640625,success
image_processing,No Features,False,False,False,False,0.8225806451612904,102,124,0.1774193548387097,0.421211769587116,0.0067517757415771484,success
physics,All Features,True,True,True,True,0.8697916666666666,501,576,0.13194444444444445,0.3679900360969936,46.16268992424011,success
physics,No Exponential Scaling,False,True,True,True,0.859375,495,576,0.1527777777777778,0.4208127057650866,0.06344819068908691,success
physics,No Confidence Boost,True,False,True,True,0.8628472222222222,497,576,0.14930555555555555,0.4166666666666667,0.0650787353515625,success
physics,No Context Similarity,True,True,False,True,0.875,504,576,0.1267361111111111,0.36084391824351614,0.0440828800201416,success
physics,No Sentence Length Filter,True,True,True,False,0.8697916666666666,501,576,0.13194444444444445,0.3679900360969936,0.06668472290039062,success
physics,No Features,False,False,False,False,0.8645833333333334,498,576,0.14756944444444445,0.414578098794425,0.04379558563232422,success
sensory_systems,All Features,True,True,True,True,0.7339667458432304,309,421,0.37767220902612825,0.7752097256645105,45.27639436721802,success
sensory_systems,No Exponential Scaling,False,True,True,True,0.6793349168646081,286,421,1.3040380047505937,3.1096356264385947,0.056038618087768555,success
sensory_systems,No Confidence Boost,True,False,True,True,0.672209026128266,283,421,1.299287410926366,3.09355317699686,0.05671882629394531,success
sensory_systems,No Context Similarity,True,True,False,True,0.7244655581947743,305,421,0.38954869358669836,0.7858608001100728,0.0386505126953125,success
sensory_systems,No Sentence Length Filter,True,True,True,False,0.7315914489311164,308,421,0.38004750593824227,0.7767402498113251,0.05862712860107422,success
sensory_systems,No Features,False,False,False,False,0.669833729216152,282,421,1.3159144893111638,3.112307955135698,0.038910627365112305,success
short_range,All Features,True,True,True,True,0.8714285714285714,305,350,0.12857142857142856,0.35856858280031806,25.3891179561615,success
short_range,No Exponential Scaling,False,True,True,True,0.8714285714285714,305,350,0.12857142857142856,0.35856858280031806,0.04476356506347656,success
short_range,No Confidence Boost,True,False,True,True,0.8714285714285714,305,350,0.12857142857142856,0.35856858280031806,0.04485607147216797,success
short_range,No Context Similarity,True,True,False,True,0.8714285714285714,305,350,0.12857142857142856,0.35856858280031806,0.030883073806762695,success
short_range,No Sentence Length Filter,True,True,True,False,0.8628571428571429,302,350,0.13714285714285715,0.3703280399090206,0.047748565673828125,success
short_range,No Features,False,False,False,False,0.86,301,350,0.14,0.37416573867739417,0.03190755844116211,success
solar_resource,All Features,True,True,True,True,0.777992277992278,403,518,0.23938223938223938,0.5557700143767283,74.18527340888977,success
solar_resource,No Exponential Scaling,False,True,True,True,0.7200772200772201,373,518,0.3474903474903475,0.7325841498964721,0.06424260139465332,success
solar_resource,No Confidence Boost,True,False,True,True,0.7200772200772201,373,518,0.3474903474903475,0.7325841498964721,0.06364655494689941,success
solar_resource,No Context Similarity,True,True,False,True,0.7760617760617761,402,518,0.25868725868725867,0.602440339730303,0.04257917404174805,success
solar_resource,No Sentence Length Filter,True,True,True,False,0.777992277992278,403,518,0.23938223938223938,0.5557700143767283,0.06396698951721191,success
solar_resource,No Features,False,False,False,False,0.7200772200772201,373,518,0.36486486486486486,0.7673350564147899,0.042227745056152344,success
team_dynamics_game_design,All Features,True,True,True,True,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,29.704122066497803,success
team_dynamics_game_design,No Exponential Scaling,False,True,True,True,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,0.07501769065856934,success
team_dynamics_game_design,No Confidence Boost,True,False,True,True,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,0.07807469367980957,success
team_dynamics_game_design,No Context Similarity,True,True,False,True,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,0.05562400817871094,success
team_dynamics_game_design,No Sentence Length Filter,True,True,True,False,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,0.08427286148071289,success
team_dynamics_game_design,No Features,False,False,False,False,0.9090909090909091,50,55,0.09090909090909091,0.30151134457776363,0.05554938316345215,success
theory_of_computation,All Features,True,True,True,True,0.8935018050541517,495,554,0.10649819494584838,0.3263406118549274,17.992855072021484,success
theory_of_computation,No Exponential Scaling,False,True,True,True,0.9097472924187726,504,554,0.09025270758122744,0.30042088406305484,0.04663586616516113,success
theory_of_computation,No Confidence Boost,True,False,True,True,0.9097472924187726,504,554,0.09025270758122744,0.30042088406305484,0.046923160552978516,success
theory_of_computation,No Context Similarity,True,True,False,True,0.8935018050541517,495,554,0.10649819494584838,0.3263406118549274,0.031533241271972656,success
theory_of_computation,No Sentence Length Filter,True,True,True,False,0.8935018050541517,495,554,0.10649819494584838,0.3263406118549274,0.04763078689575195,success
theory_of_computation,No Features,False,False,False,False,0.9097472924187726,504,554,0.09025270758122744,0.30042088406305484,0.032103538513183594,success
